Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Errors_per_Word,Revisions_per_Word,Citations_per_Word,Is_AI_Assisted
Research_Paper,High_School,Native,985,15.81,8,0.54,0.08,11.03,,,49.56,,18.0,0.06,2.03,Helvetica,20,0.008121827411167513,,0.018274111675126905,0
Research_Paper,Postgraduate,Native,1583,10.18,7,0.65,0.36,12.56,181.56,19.0,,0.13,,0.07,3.24,Times New Roman,23,0.004421983575489577,0.012002526847757423,,0
Essay,High_School,Native,1239,17.01,8,0.59,0.2,9.19,135.69,26.0,9.24,,1.0,0.05,2.2,Calibri,3,0.00645682001614205,0.020984665052461663,0.0008071025020177562,0
Essay,High_School,Native,1120,20.9,5,0.53,0.19,15.43,140.19,18.0,49.58,5.19,,0.04,1.67,Calibri,11,0.004464285714285714,0.01607142857142857,,0
Literature_Review,Undergraduate,Native,985,8.43,10,0.57,0.09,9.38,66.07,29.0,34.97,0.95,27.0,0.05,2.38,Calibri,1,0.01015228426395939,0.029441624365482234,0.027411167512690356,0
Lab_Report,High_School,Native,1907,17.37,8,0.79,0.2,12.86,187.55,25.0,67.5,,3.0,0.06,2.18,Helvetica,9,0.004195070791819612,0.013109596224436287,0.0015731515469323545,0
Essay,Undergraduate,Native,1263,21.62,6,0.51,0.18,6.74,121.34,,,2.54,2.0,0.05,1.72,Calibri,9,0.004750593824228029,,0.001583531274742676,0
Research_Paper,Undergraduate,Native,1452,19.9,7,0.6,0.04,11.94,213.98,25.0,21.82,2.36,18.0,0.06,2.08,Times New Roman,12,0.0048209366391184574,0.01721763085399449,0.012396694214876033,0
Essay,Postgraduate,Native,1242,15.2,9,0.67,0.23,14.32,220.91,19.0,47.54,8.05,5.0,0.08,2.23,Calibri,6,0.007246376811594203,0.015297906602254429,0.004025764895330112,0
Research_Paper,Undergraduate,Native,1074,18.81,9,0.51,0.19,18.52,126.8,19.0,42.6,1.52,17.0,0.06,1.92,Helvetica,14,0.008379888268156424,0.017690875232774673,0.015828677839851025,0
Essay,Undergraduate,Native,518,20.55,9,0.68,0.13,10.7,154.68,33.0,52.66,17.41,,0.05,1.91,Helvetica,21,0.017374517374517374,0.0637065637065637,,0
Lab_Report,Postgraduate,Native,1280,13.71,9,0.58,0.12,11.26,89.8,28.0,32.67,0.65,1.0,0.08,2.08,Calibri,22,0.00703125,0.021875,0.00078125,0
Literature_Review,Postgraduate,Non_Native,1154,9.97,8,0.49,0.11,10.7,211.97,34.0,60.66,,32.0,0.06,2.28,Helvetica,15,0.006932409012131715,0.029462738301559793,0.02772963604852686,0
Research_Paper,Undergraduate,Native,987,12.83,5,0.65,0.1,5.0,191.12,25.0,27.72,5.94,15.0,0.08,1.17,Calibri,2,0.005065856129685917,0.025329280648429583,0.015197568389057751,0
Research_Paper,High_School,Non_Native,1982,21.83,9,0.6,0.24,9.35,272.49,20.0,49.59,13.55,21.0,0.03,1.56,Calibri,9,0.004540867810292634,0.010090817356205853,0.010595358224016145,0
Lab_Report,Postgraduate,Non_Native,657,17.97,7,0.5,0.2,12.7,274.96,,67.37,6.54,4.0,0.05,1.96,Arial,8,0.0106544901065449,,0.0060882800608828,0
Research_Paper,Postgraduate,Native,1470,19.43,7,0.81,0.12,8.29,132.3,24.0,45.7,2.96,18.0,0.06,1.0,Helvetica,2,0.004761904761904762,0.0163265306122449,0.012244897959183673,0
Lab_Report,Postgraduate,Native,1344,22.33,3,0.79,0.39,12.05,1.0,,1200.0,,0.0,0.09,2.22,Arial,12,0.002232142857142857,,0.0,1
Essay,Undergraduate,Native,1046,8.17,6,0.7,0.24,8.92,47.42,27.0,63.22,7.4,,0.03,1.95,Arial,21,0.0057361376673040155,0.02581261950286807,,0
Research_Paper,High_School,Native,2043,13.55,6,0.57,0.08,13.26,289.45,35.0,10.55,1.12,19.0,0.05,1.62,Helvetica,21,0.002936857562408223,0.017131669114047968,0.00930004894762604,0
Research_Paper,Undergraduate,Native,1285,23.07,8,0.56,0.26,11.43,211.23,29.0,75.0,15.52,20.0,0.04,1.99,Calibri,4,0.0062256809338521405,0.022568093385214007,0.01556420233463035,0
Essay,High_School,Non_Native,1358,14.06,5,0.61,0.12,9.98,240.9,22.0,,,2.0,0.07,1.48,Arial,15,0.003681885125184094,0.016200294550810016,0.0014727540500736377,0
Essay,Undergraduate,Native,1582,13.45,6,0.67,0.1,13.64,,26.0,23.51,0.01,4.0,0.05,1.71,Times New Roman,12,0.0037926675094816687,0.01643489254108723,0.0025284450063211127,0
Essay,Postgraduate,Non_Native,985,13.08,7,0.52,0.16,9.94,,26.0,41.45,6.14,2.0,0.04,1.82,Times New Roman,11,0.007106598984771574,0.026395939086294416,0.0020304568527918783,0
Essay,Undergraduate,Native,905,14.72,3,0.61,0.08,9.64,160.22,21.0,,3.34,2.0,0.03,2.33,Calibri,7,0.0033149171270718232,0.023204419889502764,0.0022099447513812156,0
Essay,High_School,Non_Native,1007,18.61,9,0.6,0.16,7.92,114.53,,52.67,,,0.06,2.0,Times New Roman,2,0.00893743793445879,,,0
Essay,Undergraduate,Native,1052,17.79,10,0.59,0.24,11.92,165.52,29.0,59.06,12.87,2.0,0.06,1.26,Times New Roman,7,0.009505703422053232,0.027566539923954372,0.0019011406844106464,0
Research_Paper,Postgraduate,Native,1685,5.56,8,0.78,0.17,14.35,239.51,30.0,57.25,12.54,17.0,0.03,1.48,Times New Roman,9,0.004747774480712166,0.017804154302670624,0.010089020771513354,0
Essay,Undergraduate,Native,1161,9.2,9,0.66,0.2,13.51,126.38,26.0,62.59,1.79,6.0,0.05,1.79,Calibri,15,0.007751937984496124,0.02239448751076658,0.00516795865633075,0
Research_Paper,Undergraduate,Non_Native,1028,20.48,1,0.8,0.38,14.0,39.13,,1200.0,,7.0,0.09,2.58,Calibri,9,0.0009727626459143969,,0.006809338521400778,1
Essay,High_School,Non_Native,844,11.02,5,0.66,0.26,9.62,82.94,,58.44,0.01,4.0,0.03,2.28,Helvetica,11,0.005924170616113744,,0.004739336492890996,0
Essay,Undergraduate,Native,1411,10.7,4,0.69,0.13,10.77,162.53,,33.53,3.44,4.0,0.04,1.15,Calibri,15,0.002834868887313962,,0.002834868887313962,0
Research_Paper,Undergraduate,Native,647,14.1,11,0.71,0.18,11.23,259.86,25.0,,8.53,16.0,0.04,1.55,Helvetica,7,0.017001545595054096,0.03863987635239567,0.02472952086553323,0
Research_Paper,Undergraduate,Non_Native,1131,11.46,7,0.73,0.37,13.98,200.49,21.0,71.78,0.08,,0.02,1.9,Calibri,23,0.00618921308576481,0.01856763925729443,,0
Research_Paper,Postgraduate,Native,728,10.99,13,0.76,0.07,10.47,236.18,15.0,20.75,0.19,15.0,0.09,1.87,Calibri,7,0.017857142857142856,0.020604395604395604,0.020604395604395604,0
Research_Paper,Undergraduate,Non_Native,1038,15.73,10,0.52,0.2,11.06,229.84,23.0,31.73,21.0,21.0,0.02,1.83,Helvetica,3,0.009633911368015413,0.022157996146435453,0.02023121387283237,0
Research_Paper,Postgraduate,Native,1633,12.65,8,0.62,0.0,9.78,139.95,27.0,38.57,1.83,,0.04,1.29,Arial,13,0.004898958971218616,0.01653398652786283,,0
Research_Paper,Undergraduate,Native,301,15.68,7,0.63,0.16,8.98,158.49,,62.32,2.85,17.0,0.02,1.39,Helvetica,9,0.023255813953488372,,0.05647840531561462,0
Lab_Report,Undergraduate,Native,1406,19.87,6,0.61,0.29,9.67,176.12,,52.8,3.18,,0.05,1.0,Times New Roman,14,0.004267425320056899,,,0
Lab_Report,Postgraduate,Native,1309,25.13,11,0.5,0.28,12.02,150.68,19.0,1.96,1.45,,0.05,1.54,Calibri,0,0.008403361344537815,0.014514896867838044,,0
Lab_Report,Undergraduate,Native,327,11.4,13,0.52,0.15,8.02,152.83,32.0,52.77,1.8,,0.02,1.0,Times New Roman,20,0.039755351681957186,0.09785932721712538,,0
Essay,Undergraduate,Native,1216,13.68,8,0.53,0.07,11.94,219.85,26.0,49.79,3.98,4.0,0.05,1.62,Times New Roman,8,0.006578947368421052,0.02138157894736842,0.003289473684210526,0
Research_Paper,Undergraduate,Non_Native,897,14.36,2,0.58,0.24,14.68,135.81,23.0,39.35,6.75,18.0,0.06,1.0,Arial,21,0.002229654403567447,0.02564102564102564,0.020066889632107024,0
Research_Paper,Undergraduate,Native,1172,12.85,10,0.51,0.26,13.91,223.59,27.0,37.88,11.42,18.0,0.1,2.73,Times New Roman,15,0.008532423208191127,0.02303754266211604,0.015358361774744027,0
Lab_Report,Undergraduate,Non_Native,540,24.16,4,0.79,0.41,13.76,84.9,4.0,1200.0,0.27,0.0,0.07,2.55,Calibri,10,0.007407407407407408,0.007407407407407408,0.0,1
Essay,Undergraduate,Non_Native,1354,14.42,14,0.65,0.24,11.79,187.58,30.0,31.83,7.87,2.0,0.04,2.23,Helvetica,11,0.0103397341211226,0.022156573116691284,0.0014771048744460858,0
Lab_Report,High_School,Native,1599,23.65,11,0.54,0.09,5.0,180.72,19.0,49.92,9.51,0.0,0.03,1.31,Helvetica,20,0.0068792995622263915,0.011882426516572859,0.0,0
Essay,Postgraduate,Native,877,20.02,6,0.8,0.28,12.55,143.06,30.0,,22.61,5.0,0.09,1.3,Helvetica,23,0.0068415051311288486,0.03420752565564424,0.005701254275940707,0
Literature_Review,Undergraduate,Native,514,20.34,12,0.59,0.27,9.81,189.87,26.0,73.41,21.68,28.0,0.07,1.0,Calibri,8,0.023346303501945526,0.05058365758754864,0.054474708171206226,0
Essay,Undergraduate,Native,1073,23.35,3,0.56,0.16,6.57,183.34,27.0,57.86,18.3,5.0,0.08,1.66,Helvetica,13,0.0027958993476234857,0.02516309412861137,0.004659832246039142,0
Research_Paper,Undergraduate,Native,1898,12.52,10,0.56,0.09,8.94,154.58,30.0,31.95,16.62,13.0,0.05,3.17,Times New Roman,6,0.005268703898840885,0.015806111696522657,0.00684931506849315,0
Research_Paper,Postgraduate,Native,1761,19.43,6,0.76,0.06,15.37,154.18,26.0,44.59,2.57,14.0,0.06,1.0,Calibri,0,0.0034071550255536627,0.014764338444065871,0.007950028392958546,0
Research_Paper,High_School,Non_Native,613,14.32,9,0.6,0.17,12.14,192.61,27.0,26.1,27.46,20.0,0.01,2.55,Arial,1,0.01468189233278956,0.04404567699836868,0.03262642740619902,0
Lab_Report,Undergraduate,Native,1500,14.68,5,0.54,0.08,14.1,253.97,19.0,38.25,,4.0,0.05,1.82,Times New Roman,16,0.0033333333333333335,0.012666666666666666,0.0026666666666666666,0
Research_Paper,Undergraduate,Native,1304,14.2,6,0.49,0.1,11.53,144.76,30.0,65.66,15.86,16.0,0.03,1.0,Calibri,9,0.004601226993865031,0.023006134969325152,0.012269938650306749,0
Essay,Postgraduate,Native,1377,15.43,6,0.49,0.16,9.22,148.61,26.0,53.8,1.11,4.0,0.06,1.0,Calibri,4,0.004357298474945534,0.01888162672476398,0.002904865649963689,0
Lab_Report,Undergraduate,Native,1431,21.3,0,0.77,0.49,13.64,18.83,2.0,0.0,1.53,2.0,0.09,2.25,Arial,21,0.0,0.001397624039133473,0.001397624039133473,1
Research_Paper,Undergraduate,Non_Native,886,22.07,5,0.6,0.19,12.18,209.67,36.0,,2.27,17.0,0.06,1.43,Helvetica,9,0.0056433408577878106,0.040632054176072234,0.019187358916478554,0
Literature_Review,High_School,Native,1438,15.21,8,0.55,0.03,13.2,112.46,32.0,29.45,7.49,27.0,0.05,2.18,Helvetica,15,0.005563282336578581,0.022253129346314324,0.018776077885952713,0
Research_Paper,Undergraduate,Native,1599,16.11,9,0.71,0.11,9.85,181.03,24.0,67.21,12.0,16.0,0.04,1.99,Calibri,8,0.005628517823639775,0.0150093808630394,0.010006253908692933,0
Literature_Review,High_School,Native,668,14.03,8,0.62,0.23,18.84,142.76,21.0,,5.07,30.0,0.07,1.87,Times New Roman,11,0.011976047904191617,0.03143712574850299,0.04491017964071856,0
Essay,High_School,Native,1118,20.59,4,0.52,0.16,12.57,199.66,23.0,,2.02,2.0,0.02,1.72,Times New Roman,1,0.0035778175313059034,0.020572450805008944,0.0017889087656529517,0
Essay,Undergraduate,Native,964,15.39,4,0.66,0.22,10.93,187.77,22.0,49.57,32.39,4.0,0.02,1.57,Times New Roman,6,0.004149377593360996,0.022821576763485476,0.004149377593360996,0
Research_Paper,Undergraduate,Native,658,16.1,8,0.58,0.21,12.6,157.25,14.0,34.74,12.61,18.0,0.04,1.6,Arial,2,0.0121580547112462,0.02127659574468085,0.02735562310030395,0
Lab_Report,High_School,Native,2047,14.57,6,0.67,0.16,11.05,234.54,,38.55,7.63,4.0,0.03,2.0,Helvetica,15,0.0029311187103077674,,0.0019540791402051783,0
Lab_Report,High_School,Native,1704,19.87,8,0.58,0.18,12.37,131.9,29.0,44.94,,1.0,0.06,2.36,Times New Roman,2,0.004694835680751174,0.017018779342723004,0.0005868544600938967,0
Literature_Review,Undergraduate,Non_Native,781,24.4,0,0.75,0.21,15.68,30.75,3.0,0.0,1.55,14.0,0.09,1.99,Calibri,14,0.0,0.0038412291933418692,0.01792573623559539,1
Essay,Postgraduate,Non_Native,683,15.36,7,0.47,0.25,12.85,192.46,,53.23,0.09,0.0,0.05,2.01,Helvetica,16,0.010248901903367497,,0.0,0
Lab_Report,Undergraduate,Native,470,12.43,7,0.52,0.19,8.87,187.0,20.0,,0.84,5.0,0.05,2.27,Calibri,4,0.014893617021276596,0.0425531914893617,0.010638297872340425,0
Essay,Undergraduate,Native,1672,8.85,8,0.38,0.27,10.59,116.39,26.0,70.57,23.67,,0.0,1.11,Times New Roman,6,0.004784688995215311,0.01555023923444976,,0
Essay,Undergraduate,Native,1345,19.43,10,0.64,0.06,6.55,232.01,27.0,53.58,11.49,0.0,0.04,1.58,Times New Roman,2,0.007434944237918215,0.020074349442379184,0.0,0
Essay,Postgraduate,Non_Native,1529,15.79,6,0.82,0.25,11.39,149.77,23.0,35.47,16.25,7.0,0.04,2.07,Calibri,7,0.003924133420536298,0.015042511445389144,0.004578155657292348,0
Research_Paper,Postgraduate,Non_Native,1112,20.39,1,0.74,0.32,13.99,10.95,1.0,0.0,0.67,7.0,0.09,1.96,Calibri,16,0.0008992805755395684,0.0008992805755395684,0.006294964028776978,1
Lab_Report,Undergraduate,Native,1488,21.99,2,0.78,0.3,15.33,9.17,1.0,,0.13,0.0,0.08,2.83,Calibri,12,0.0013440860215053765,0.0006720430107526882,0.0,1
Lab_Report,Undergraduate,Native,1798,20.6,7,0.69,0.26,11.11,236.89,27.0,,13.01,2.0,0.06,2.14,Arial,12,0.00389321468298109,0.015016685205784204,0.0011123470522803114,0
Lab_Report,Undergraduate,Non_Native,1611,23.16,1,0.65,0.3,14.7,5.31,2.0,0.0,6.19,0.0,0.08,1.81,Times New Roman,7,0.0006207324643078833,0.0012414649286157666,0.0,1
Essay,Undergraduate,Native,1296,17.77,10,0.76,0.17,7.48,69.83,25.0,37.91,0.59,4.0,0.03,2.72,Times New Roman,19,0.007716049382716049,0.019290123456790122,0.0030864197530864196,0
Research_Paper,Undergraduate,Non_Native,912,14.41,13,0.63,0.25,6.52,327.21,27.0,72.08,45.63,14.0,0.05,2.7,Calibri,12,0.01425438596491228,0.029605263157894735,0.015350877192982455,0
Research_Paper,Undergraduate,Non_Native,1527,19.94,9,0.55,0.11,13.24,122.2,,38.52,0.38,15.0,0.06,2.05,Helvetica,5,0.005893909626719057,,0.009823182711198428,0
Research_Paper,Undergraduate,Non_Native,1470,22.03,7,0.67,0.13,11.67,219.54,24.0,47.75,12.07,17.0,0.06,2.11,Calibri,15,0.004761904761904762,0.0163265306122449,0.011564625850340135,0
Lab_Report,Postgraduate,Native,1258,22.37,7,0.64,0.15,17.68,,23.0,,35.73,2.0,0.02,1.58,Arial,8,0.005564387917329093,0.018282988871224166,0.001589825119236884,0
Essay,High_School,Native,1669,25.8,10,0.8,0.08,7.81,195.86,33.0,46.23,3.79,4.0,0.04,1.47,Times New Roman,14,0.005991611743559017,0.019772318753744758,0.002396644697423607,0
Essay,Undergraduate,Native,978,17.58,9,0.61,0.05,5.08,176.05,21.0,57.23,5.93,,0.05,2.42,Times New Roman,9,0.009202453987730062,0.02147239263803681,,0
Essay,Undergraduate,Native,996,15.8,4,0.55,0.1,11.29,105.8,27.0,43.23,3.88,4.0,0.05,1.0,Calibri,4,0.004016064257028112,0.02710843373493976,0.004016064257028112,0
Research_Paper,Postgraduate,Native,1706,17.66,13,0.76,0.18,11.31,147.61,30.0,47.05,3.87,17.0,0.08,1.53,Helvetica,8,0.0076201641266119575,0.017584994138335287,0.00996483001172333,0
Research_Paper,Postgraduate,Non_Native,1220,15.63,13,0.49,0.28,10.85,299.01,29.0,23.23,0.09,17.0,0.05,1.59,Calibri,21,0.010655737704918032,0.023770491803278688,0.013934426229508197,0
Essay,Undergraduate,Native,1306,17.37,5,0.55,0.14,12.57,158.17,,39.7,5.66,6.0,0.07,1.57,Calibri,18,0.0038284839203675345,,0.004594180704441042,0
Research_Paper,Undergraduate,Non_Native,847,10.96,2,0.49,0.19,10.48,,30.0,56.94,4.66,18.0,0.07,2.13,Times New Roman,8,0.0023612750885478157,0.03541912632821724,0.021251475796930343,0
Research_Paper,Postgraduate,Native,705,23.3,6,0.46,0.08,5.02,205.6,23.0,45.53,13.07,18.0,0.09,1.43,Helvetica,10,0.00851063829787234,0.032624113475177303,0.02553191489361702,0
Essay,Postgraduate,Native,672,14.38,9,0.67,0.31,12.3,166.84,26.0,,2.17,4.0,0.07,3.52,Times New Roman,6,0.013392857142857142,0.03869047619047619,0.005952380952380952,0
Essay,High_School,Native,300,15.0,5,0.5,0.09,12.03,160.42,19.0,39.14,8.7,3.0,0.07,1.53,Calibri,6,0.016666666666666666,0.06333333333333334,0.01,0
Essay,Undergraduate,Non_Native,879,22.22,10,0.56,0.17,7.77,,25.0,55.3,1.69,3.0,0.06,1.0,Helvetica,4,0.011376564277588168,0.02844141069397042,0.0034129692832764505,0
Research_Paper,Undergraduate,Native,1185,22.93,0,0.75,0.44,13.9,1.07,5.0,1200.0,,10.0,0.07,3.38,Times New Roman,4,0.0,0.004219409282700422,0.008438818565400843,1
Research_Paper,Postgraduate,Non_Native,1288,19.14,8,0.56,0.18,8.85,223.77,,55.95,15.69,15.0,0.06,1.14,Calibri,9,0.006211180124223602,,0.011645962732919254,0
Essay,Undergraduate,Native,1000,14.84,18,0.62,0.16,10.03,86.9,20.0,48.38,4.23,2.0,0.05,1.2,Helvetica,10,0.018,0.02,0.002,0
Lab_Report,Undergraduate,Native,1543,14.48,8,0.67,0.11,5.48,164.52,26.0,45.98,,3.0,0.04,1.87,Calibri,9,0.005184705119896306,0.016850291639662993,0.0019442644199611147,0
Lab_Report,Postgraduate,Native,1257,14.71,5,0.63,0.16,11.69,,22.0,64.73,14.53,1.0,0.07,1.8,Calibri,23,0.003977724741447892,0.017501988862370723,0.0007955449482895784,0
Research_Paper,Undergraduate,Native,666,13.92,6,0.56,0.29,13.36,295.08,,50.55,4.9,16.0,0.06,1.35,Times New Roman,15,0.009009009009009009,,0.024024024024024024,0
Lab_Report,Undergraduate,Non_Native,1347,16.8,9,0.47,0.11,12.24,45.58,28.0,60.52,0.8,6.0,0.03,2.37,Arial,11,0.0066815144766146995,0.020786933927245732,0.004454342984409799,0
Essay,Undergraduate,Native,1637,15.46,10,0.66,0.15,7.34,208.87,27.0,40.77,7.38,4.0,0.04,1.0,Helvetica,9,0.006108735491753207,0.016493585827733658,0.002443494196701283,0
Lab_Report,Undergraduate,Native,1647,16.74,11,0.49,0.14,12.16,113.82,28.0,,3.3,2.0,0.09,1.56,Calibri,3,0.006678809957498482,0.01700060716454159,0.0012143290831815423,0
Research_Paper,Postgraduate,Native,811,20.14,8,0.67,0.3,12.57,183.67,30.0,38.44,3.35,,0.07,2.57,Calibri,14,0.009864364981504316,0.036991368680641186,,0
Research_Paper,Undergraduate,Native,923,22.32,1,0.75,0.38,12.91,46.32,4.0,1200.0,2.67,9.0,0.07,2.44,Times New Roman,18,0.0010834236186348862,0.004333694474539545,0.009750812567713976,1
Research_Paper,Undergraduate,Native,1480,24.58,2,0.73,0.35,14.7,41.76,1.0,1200.0,6.67,11.0,0.09,2.5,Arial,23,0.0013513513513513514,0.0006756756756756757,0.007432432432432433,1
Research_Paper,Postgraduate,Native,1187,18.18,9,0.59,0.06,9.22,126.5,28.0,40.65,2.26,17.0,0.05,1.1,Times New Roman,21,0.007582139848357203,0.02358887952822241,0.014321819713563605,0
Research_Paper,Undergraduate,Native,1179,21.37,10,0.54,0.16,8.01,219.66,35.0,,17.23,,0.04,2.2,Times New Roman,8,0.008481764206955046,0.029686174724342665,,0
Research_Paper,Undergraduate,Non_Native,1241,22.51,1,0.79,0.34,13.82,31.68,1.0,1200.0,7.21,10.0,0.09,2.61,Calibri,7,0.0008058017727639,0.0008058017727639,0.008058017727639,1
Literature_Review,Undergraduate,Native,300,17.53,11,0.67,0.22,9.19,180.34,30.0,57.27,0.98,29.0,0.04,2.66,Arial,22,0.03666666666666667,0.1,0.09666666666666666,0
Research_Paper,High_School,Non_Native,1957,19.86,3,0.73,0.32,12.74,5.6,5.0,1200.0,32.82,6.0,0.08,2.4,Arial,10,0.0015329586101175269,0.0025549310168625446,0.0030659172202350538,1
Essay,Undergraduate,Native,1096,20.2,5,0.72,0.25,8.78,189.42,24.0,56.74,12.78,4.0,0.04,1.0,Arial,9,0.004562043795620438,0.021897810218978103,0.0036496350364963502,0
Essay,Undergraduate,Non_Native,1082,23.12,2,0.75,0.46,14.37,1.0,2.0,1200.0,3.0,1.0,0.09,1.96,Helvetica,3,0.0018484288354898336,0.0018484288354898336,0.0009242144177449168,1
Essay,Undergraduate,Native,1069,16.99,9,0.58,0.17,9.04,86.07,26.0,50.74,3.95,,0.03,1.99,Helvetica,0,0.00841908325537886,0.02432179607109448,,0
Lab_Report,Postgraduate,Native,990,15.98,8,0.49,0.2,12.0,182.15,15.0,45.51,0.21,0.0,0.02,2.9,Calibri,0,0.00808080808080808,0.015151515151515152,0.0,0
Lab_Report,Undergraduate,Native,1973,16.61,8,0.47,0.14,15.06,121.76,22.0,75.12,0.22,3.0,0.0,1.0,Helvetica,3,0.0040547389761784085,0.011150532184490624,0.0015205271160669033,0
Research_Paper,Undergraduate,Native,955,10.12,11,0.54,0.15,8.0,106.04,35.0,51.43,13.33,16.0,0.05,2.48,Helvetica,23,0.011518324607329843,0.03664921465968586,0.016753926701570682,0
Research_Paper,Postgraduate,Native,1331,21.25,2,0.77,0.33,13.16,,2.0,1200.0,2.33,,0.1,2.72,Helvetica,19,0.0015026296018031556,0.0015026296018031556,,1
Essay,Undergraduate,Non_Native,1601,24.6,1,0.76,0.29,14.17,6.66,4.0,0.0,2.34,0.0,0.07,2.56,Times New Roman,23,0.0006246096189881324,0.0024984384759525295,0.0,1
Essay,Undergraduate,Native,933,19.72,10,0.68,0.26,10.71,104.3,26.0,,1.07,0.0,0.02,2.32,Calibri,14,0.010718113612004287,0.027867095391211148,0.0,0
Lab_Report,Undergraduate,Non_Native,1073,9.62,4,0.58,0.34,10.38,236.53,29.0,67.17,1.36,4.0,0.05,1.9,Arial,16,0.003727865796831314,0.02702702702702703,0.003727865796831314,0
Research_Paper,High_School,Native,1089,24.05,1,0.78,0.38,14.66,2.62,0.0,1200.0,1.03,8.0,0.09,2.1,Helvetica,5,0.0009182736455463728,0.0,0.0073461891643709825,1
Essay,Undergraduate,Native,2161,18.01,4,0.65,0.17,16.55,129.86,25.0,46.74,5.13,3.0,0.05,1.94,Arial,16,0.0018509949097639982,0.01156871818602499,0.0013882461823229986,0
Lab_Report,Undergraduate,Native,908,22.26,13,0.65,0.25,16.91,285.2,28.0,29.58,0.3,8.0,0.01,2.26,Helvetica,13,0.014317180616740088,0.030837004405286344,0.00881057268722467,0
Essay,Undergraduate,Native,1271,15.51,11,0.67,0.17,14.64,163.36,24.0,63.98,4.4,0.0,0.02,2.4,Helvetica,6,0.00865460267505901,0.01888276947285602,0.0,0
Literature_Review,Undergraduate,Native,1533,13.63,12,0.56,0.16,15.27,,20.0,36.8,3.68,31.0,0.04,1.08,Helvetica,9,0.007827788649706457,0.01304631441617743,0.020221787345075015,0
Lab_Report,Undergraduate,Native,503,22.18,11,0.7,0.18,14.17,129.63,19.0,35.49,8.05,0.0,0.04,1.77,Calibri,4,0.02186878727634195,0.03777335984095427,0.0,0
Essay,Undergraduate,Native,1837,13.35,4,0.46,0.16,13.16,263.29,26.0,32.1,19.68,4.0,0.04,2.14,Calibri,18,0.002177463255307567,0.014153511159499184,0.002177463255307567,0
Essay,Undergraduate,Non_Native,747,8.49,13,0.52,0.02,14.12,240.63,25.0,21.91,35.06,5.0,0.04,1.34,Helvetica,5,0.01740294511378849,0.03346720214190094,0.006693440428380187,0
Essay,Undergraduate,Native,1368,15.33,9,0.62,0.37,8.04,146.6,27.0,45.06,13.3,6.0,0.08,2.29,Calibri,3,0.006578947368421052,0.019736842105263157,0.0043859649122807015,0
Essay,Undergraduate,Native,1538,21.43,6,0.49,0.32,7.61,191.31,21.0,30.49,16.97,,0.04,1.52,Helvetica,19,0.0039011703511053317,0.013654096228868661,,0
Essay,Undergraduate,Non_Native,1678,24.14,2,0.75,0.41,13.37,14.19,0.0,0.0,1.91,1.0,0.07,2.13,Calibri,5,0.0011918951132300357,0.0,0.0005959475566150178,1
Lab_Report,Postgraduate,Native,1398,20.98,1,0.82,0.35,11.71,1.38,,,,1.0,0.08,2.68,Calibri,22,0.000715307582260372,,0.000715307582260372,1
Research_Paper,High_School,Native,1102,14.67,10,0.63,0.14,14.13,283.81,25.0,19.2,2.23,21.0,0.06,1.0,Helvetica,7,0.009074410163339383,0.022686025408348458,0.019056261343012703,0
Research_Paper,Undergraduate,Native,1961,15.08,8,0.63,0.01,8.38,166.64,27.0,28.95,0.03,17.0,0.06,2.37,Helvetica,6,0.00407955124936257,0.013768485466598673,0.008669046404895462,0
Literature_Review,Undergraduate,Native,863,8.37,12,0.57,0.21,10.61,182.59,20.0,22.31,,28.0,0.04,1.48,Calibri,10,0.013904982618771726,0.023174971031286212,0.03244495944380069,0
Essay,Undergraduate,Native,543,7.79,11,0.56,0.11,13.29,300.9,24.0,39.17,13.34,3.0,0.08,2.12,Helvetica,2,0.020257826887661142,0.04419889502762431,0.0055248618784530384,0
Essay,Undergraduate,Native,949,18.27,8,0.59,0.13,10.77,115.1,28.0,47.07,,2.0,0.03,1.91,Calibri,3,0.008429926238145416,0.029504741833508957,0.002107481559536354,0
Literature_Review,Undergraduate,Native,896,20.58,1,0.73,0.25,12.75,3.63,4.0,1200.0,3.09,14.0,0.07,2.61,Helvetica,15,0.0011160714285714285,0.004464285714285714,0.015625,1
Essay,Postgraduate,Native,1410,23.13,13,0.65,0.24,12.99,187.34,,44.19,3.66,4.0,0.04,1.25,Times New Roman,16,0.009219858156028368,,0.0028368794326241137,0
Lab_Report,Undergraduate,Native,1399,18.36,17,0.66,0.22,9.05,92.33,18.0,37.22,32.85,,0.05,2.72,Times New Roman,15,0.012151536812008578,0.012866333095067906,,0
Essay,Postgraduate,Native,1597,24.4,0,0.76,0.2,16.18,2.22,4.0,0.0,0.09,0.0,0.06,2.32,Arial,22,0.0,0.002504696305572949,0.0,1
Research_Paper,Postgraduate,Native,1415,16.34,9,0.72,0.21,12.11,121.92,29.0,33.65,12.49,18.0,0.03,1.0,Calibri,3,0.0063604240282685515,0.02049469964664311,0.012720848056537103,0
